100 3 10
Drosophila-sp--st01m	0	0.199098	0.217673	0.211692	0.215885	0.210897	0.193877	0.164662	0.164662	0.212502	0.217673	0.210114	0.214163	0.200976	0.148731	0.212502	0.199098	0.169279	0.207842	0.162376	0.126974	0.162655	0.162937	0.170592	0.209345	0.215016	0.200342	0.197886	0.218593	0.169931	0.159933	0.218593	0.141125	0.213325	0.210897	0.215016	0.210897	0.164955	0.163504	0.14383	0.209345	0.213325	0.215885	0.206387	0.199716	0.145341	0.162655	0.209345	0.167688	0.207109	0.164955	0.160198	0.204974	0.159933	0.168318	0.200342	0.211692	0.162655	0.161003	0.16437	0.161547	0.16322	0.202271	0.163504	0.160198	0.150203	0.215016	0.215016	0.164955	0.194988	0.198488	0.211692	0.170592	0.147104	0.162376	0.168002	0.211692	0.17026	0.202933	0.210897	0.192258	0.211692	0.212502	0.203604	0.212502	0.198488	0.164955	0.211692	0.206387	0.171944	0.199716	0.210897	0.215016	0.17026	0.213325	0.215016	0.166759	0.215885	0.209345	0.208588
Drosophila-obscura-BZ-5	0.199098	0	0.172984	0.23011	0.161274	0.167067	0.185367	0.197292	0.192791	0.0994022	0.171602	0.194429	0.197292	0.191209	0.191209	0.167376	0.187235	0.186292	0.165848	0.192258	0.195553	0.198488	0.196126	0.186292	0.167067	0.173336	0.191731	0.18918	0.170926	0.195553	0.193331	0.204974	0.197292	0.172288	0.171602	0.168956	0.168318	0.194429	0.194988	0.200342	0.165848	0.162376	0.200342	0.165549	0.190183	0.201619	0.197886	0.0464505	0.193331	0.16615	0.193877	0.193877	0.0913739	0.193331	0.192791	0.189679	0.165251	0.197292	0.194429	0.189679	0.193877	0.200342	0.163504	0.195553	0.197886	0.192791	0.172288	0.172635	0.193877	0.181843	0.186292	0.169279	0.186292	0.198488	0.199098	0.199098	0.170926	0.190183	0.187713	0.0453547	0.185367	0.172288	0.16437	0.162937	0.172984	0.187235	0.188686	0.206387	0.165549	0.194988	0.191209	0.167376	0.174048	0.200342	0.167688	0.168636	0.199098	0.173336	0.171263	0.0987984
Drosophila-teissieri-273-3	0.217673	0.172984	0	0.25242	0.123536	0.0762603	0.196126	0.199098	0.197292	0.172635	0.0694192	0.204974	0.207109	0.194988	0.210114	0.121346	0.195553	0.206387	0.120566	0.205675	0.199716	0.196126	0.200342	0.203604	0.148114	0.0118108	0.197886	0.198488	0.122601	0.204974	0.203604	0.221466	0.204284	0.076954	0.157113	0.119692	0.119153	0.200976	0.203604	0.209345	0.0745419	0.129876	0.210114	0.145921	0.200342	0.206387	0.203604	0.171944	0.198488	0.14183	0.198488	0.204284	0.170926	0.200976	0.207842	0.200342	0.14515	0.199098	0.194988	0.197292	0.211692	0.195553	0.119047	0.199098	0.192258	0.208588	0.15399	0.156373	0.198488	0.192258	0.191209	0.122601	0.204974	0.207109	0.204974	0.210114	0.154928	0.204974	0.199716	0.174048	0.196705	0.157613	0.112061	0.144579	0.154928	0.202271	0.206387	0.22668	0.141653	0.208588	0.198488	0.154928	0.159407	0.208588	0.0738179	0.12101	0.202933	0.0452263	0.155887	0.171263
Leucophenga-varia-nc01v	0.211692	0.23011	0.25242	0	0.216771	0.248764	0.194429	0.215016	0.204284	0.231311	0.258493	0.212502	0.214163	0.217673	0.218593	0.227796	0.210897	0.208588	0.227796	0.190183	0.213325	0.210114	0.212502	0.218593	0.220489	0.25242	0.213325	0.204974	0.23011	0.222464	0.212502	0.213325	0.215016	0.250557	0.215885	0.231311	0.222464	0.200976	0.224525	0.204284	0.243761	0.218593	0.210114	0.213325	0.210114	0.213325	0.185827	0.22668	0.231311	0.22559	0.211692	0.193331	0.239237	0.188686	0.207109	0.214163	0.216771	0.204974	0.204974	0.208588	0.207109	0.204974	0.22668	0.164662	0.205675	0.216771	0.228939	0.235108	0.211692	0.205675	0.212502	0.22668	0.209345	0.222464	0.193877	0.210114	0.223483	0.219531	0.204974	0.232543	0.196126	0.224525	0.231311	0.210114	0.219531	0.207842	0.198488	0.200976	0.218593	0.209345	0.204284	0.22559	0.231311	0.214163	0.248764	0.220489	0.204974	0.247037	0.235108	0.23011
Drosophila-elegans-14027-0461-03	0.215885	0.161274	0.123536	0.216771	0	0.122026	0.188197	0.198488	0.199098	0.168636	0.123892	0.191209	0.197886	0.191731	0.194988	0.0944377	0.187713	0.200342	0.113729	0.203604	0.204974	0.204284	0.204284	0.197886	0.13759	0.122949	0.187713	0.189679	0.119368	0.203604	0.197886	0.215016	0.203604	0.123183	0.150849	0.114587	0.0929063	0.201619	0.203604	0.200976	0.120236	0.117681	0.198488	0.138904	0.191731	0.199716	0.203604	0.16615	0.198488	0.140258	0.204284	0.202271	0.168636	0.204284	0.200342	0.189679	0.135534	0.197886	0.199098	0.198488	0.205675	0.201619	0.116963	0.198488	0.198488	0.194429	0.149566	0.150417	0.204284	0.185367	0.186292	0.0965296	0.202933	0.204284	0.202933	0.210897	0.151285	0.207842	0.193331	0.167067	0.188686	0.151285	0.107412	0.136314	0.150203	0.192258	0.199098	0.212502	0.139745	0.199716	0.192258	0.151285	0.152169	0.201619	0.119692	0.0946181	0.199716	0.123892	0.149777	0.170592
Drosophila-sechellia-14021-0248-01	0.210897	0.167067	0.0762603	0.248764	0.122026	0	0.194988	0.199716	0.200976	0.171944	0.0759939	0.203604	0.203604	0.194988	0.200342	0.117475	0.194429	0.201619	0.121459	0.202933	0.202271	0.194988	0.200342	0.202933	0.146706	0.0749829	0.197886	0.198488	0.118516	0.209345	0.194988	0.221466	0.202933	0.0470549	0.153298	0.118411	0.115957	0.202933	0.202933	0.206387	0.0234062	0.126719	0.206387	0.142547	0.199716	0.203604	0.202271	0.169604	0.206387	0.140603	0.197292	0.204284	0.171263	0.201619	0.202933	0.198488	0.143644	0.202271	0.197886	0.194988	0.214163	0.197292	0.117372	0.203604	0.197886	0.198488	0.149777	0.151725	0.197292	0.192791	0.193331	0.120346	0.204974	0.203604	0.204974	0.215885	0.152843	0.206387	0.199098	0.169279	0.193877	0.154457	0.11028	0.140776	0.152843	0.199716	0.210897	0.228939	0.14183	0.207842	0.199716	0.155645	0.153758	0.210897	0.0210795	0.118201	0.204974	0.0779783	0.151725	0.172288
Drosophila-sturtevanti-14043-0871-01	0.193877	0.185367	0.196126	0.194429	0.188197	0.194988	0	0.184014	0.193877	0.190693	0.199716	0.180176	0.187235	0.126593	0.189679	0.196126	0.124371	0.180587	0.18918	0.196126	0.179364	0.189679	0.18918	0.182269	0.194429	0.192791	0.126974	0.123773	0.204974	0.184912	0.190183	0.196705	0.178567	0.199098	0.195553	0.193877	0.191731	0.184014	0.182699	0.182699	0.193331	0.193877	0.181843	0.187713	0.123536	0.182269	0.193877	0.191209	0.190183	0.18918	0.184912	0.191209	0.191731	0.190183	0.178567	0.127617	0.192258	0.185827	0.192258	0.183572	0.182699	0.191209	0.184014	0.188686	0.185827	0.191209	0.198488	0.194988	0.184912	0.117269	0.118306	0.196126	0.186761	0.191731	0.190183	0.186292	0.192258	0.184461	0.0964665	0.18918	0.0945579	0.194429	0.191731	0.185367	0.197292	0.0959033	0.182699	0.194988	0.191209	0.185827	0.17663	0.194429	0.200976	0.187713	0.194988	0.197886	0.190693	0.197292	0.193877	0.188686
Drosophila-virilis-15010-1051-87	0.164662	0.197292	0.199098	0.215016	0.198488	0.199716	0.184014	0	0.163791	0.202933	0.201619	0.196705	0.202933	0.18918	0.16322	0.199716	0.188197	0.140086	0.198488	0.165549	0.15307	0.166453	0.164955	0.149146	0.206387	0.199716	0.193331	0.190183	0.204974	0.151725	0.169279	0.214163	0.161822	0.206387	0.197292	0.200976	0.201619	0.164079	0.0639046	0.161822	0.197292	0.199716	0.204284	0.202271	0.18918	0.164955	0.165549	0.194988	0.0498661	0.205675	0.167067	0.16437	0.196705	0.163791	0.139745	0.192791	0.204284	0.163504	0.163791	0.166759	0.158373	0.16615	0.196126	0.16437	0.165549	0.160465	0.207842	0.201619	0.167067	0.185827	0.188197	0.202933	0.151504	0.160465	0.16615	0.156865	0.202933	0.151504	0.193877	0.196705	0.187713	0.197886	0.199098	0.194988	0.199716	0.188197	0.170926	0.210897	0.199098	0.158119	0.195553	0.198488	0.202271	0.160198	0.199716	0.204284	0.165549	0.204284	0.201619	0.198488
Zaprionus-nigranus-st01n	0.164662	0.192791	0.197292	0.204284	0.199098	0.200976	0.193877	0.163791	0	0.202933	0.204284	0.206387	0.206387	0.198488	0.16437	0.202271	0.199098	0.168636	0.198488	0.0712521	0.156373	0.0474985	0.110631	0.168636	0.204284	0.197886	0.204284	0.199098	0.210897	0.171944	0.110543	0.218593	0.167376	0.196126	0.207109	0.214163	0.200342	0.0387215	0.167376	0.164955	0.200976	0.199098	0.205675	0.202271	0.199098	0.139407	0.0705872	0.196705	0.162376	0.197292	0.110543	0.0707523	0.193877	0.0686601	0.168318	0.203604	0.200976	0.0317734	0.0305589	0.111789	0.167376	0.073639	0.200976	0.0718265	0.0454352	0.164955	0.208588	0.207109	0.110543	0.186761	0.194429	0.202933	0.168956	0.163791	0.0708186	0.170926	0.200342	0.169931	0.207109	0.198488	0.192791	0.208588	0.209345	0.196126	0.204974	0.200976	0.171263	0.208588	0.195553	0.170926	0.199098	0.204974	0.208588	0.173336	0.200342	0.204974	0.04164	0.197292	0.203604	0.196705
Drosophila-persimilis-14011-0111-01	0.212502	0.0994022	0.172635	0.231311	0.168636	0.171944	0.190693	0.202933	0.202933	0	0.178567	0.201619	0.200342	0.192258	0.196705	0.169931	0.18918	0.196705	0.169604	0.204974	0.202933	0.206387	0.195553	0.197292	0.175137	0.172288	0.193331	0.192258	0.178173	0.198488	0.200976	0.202933	0.197292	0.175137	0.174771	0.174408	0.167376	0.200342	0.196126	0.201619	0.170592	0.162937	0.205675	0.172288	0.193877	0.202271	0.205675	0.0983347	0.200976	0.173336	0.202271	0.201619	0.106765	0.200342	0.197886	0.190183	0.175137	0.199098	0.204284	0.198488	0.204284	0.199098	0.169931	0.204974	0.204974	0.197292	0.172984	0.175506	0.202271	0.184912	0.187713	0.172635	0.199716	0.204284	0.204974	0.207109	0.171944	0.197886	0.194429	0.0999463	0.192791	0.174771	0.168318	0.171944	0.173336	0.196126	0.200976	0.213325	0.169931	0.204284	0.197886	0.171602	0.174771	0.202271	0.171263	0.168318	0.200976	0.17663	0.172635	0.0174468
Drosophila-erecta-14021-0224-01	0.217673	0.171602	0.0694192	0.258493	0.123892	0.0759939	0.199716	0.201619	0.204284	0.178567	0	0.206387	0.206387	0.199716	0.210114	0.11894	0.199098	0.207109	0.120566	0.204284	0.204284	0.201619	0.207842	0.206387	0.147505	0.0691327	0.200342	0.202933	0.120899	0.210114	0.195553	0.224525	0.207842	0.0769152	0.156373	0.119475	0.117578	0.206387	0.210114	0.211692	0.0746883	0.128799	0.213325	0.146509	0.203604	0.208588	0.201619	0.174771	0.208588	0.143092	0.202271	0.200976	0.172984	0.199716	0.207109	0.205675	0.144579	0.201619	0.199098	0.198488	0.219531	0.202933	0.118728	0.200342	0.199098	0.207109	0.155645	0.157613	0.202271	0.193331	0.195553	0.120346	0.208588	0.205675	0.204284	0.210114	0.156129	0.207109	0.207109	0.175506	0.203604	0.159407	0.112702	0.143092	0.156373	0.205675	0.216771	0.227796	0.143092	0.211692	0.204284	0.157865	0.159933	0.219531	0.0734965	0.120566	0.203604	0.0716566	0.154457	0.177395
